frame,source,multiplier,emission_strength,light_energy
4,pool_neon:MAT_Prop_NeonRed_pool_1,0.976243,4.870353,7.321822
4,pool_neon:MAT_Prop_NeonRed_pool_2,0.976243,4.779279,7.321822
5,pool_neon:MAT_Prop_NeonRed_pool_0,0.983613,3.442645,7.377097
5,pool_neon:MAT_Prop_NeonRed_pool_1,0.983613,4.907121,7.377097
5,pool_neon:MAT_Prop_NeonRed_pool_2,0.983613,4.815359,7.377097
6,pool_neon:MAT_Prop_NeonRed_pool_0,0.965829,3.380402,7.243718
6,pool_neon:MAT_Prop_NeonRed_pool_1,0.965829,4.818399,7.243718
6,pool_neon:MAT_Prop_NeonRed_pool_2,0.965829,4.728296,7.243718
7,pool_neon:MAT_Prop_NeonRed_pool_0,0.980674,3.432359,7.355055
7,pool_neon:MAT_Prop_NeonRed_pool_1,0.980674,4.892459,7.355055
7,pool_neon:MAT_Prop_NeonRed_pool_2,0.980674,4.800971,7.355055
8,pool_neon:MAT_Prop_NeonRed_pool_0,0.975004,3.412514,7.312530
8,pool_neon:MAT_Prop_NeonRed_pool_1,0.975004,4.864172,7.312530
8,pool_neon:MAT_Prop_NeonRed_pool_2,0.975004,4.773213,7.312530
9,pool_neon:MAT_Prop_NeonRed_pool_0,0.964561,3.375964,7.234208
9,pool_neon:MAT_Prop_NeonRed_pool_1,0.964561,4.812073,7.234208
9,pool_neon:MAT_Prop_NeonRed_pool_2,0.964561,4.722088,7.234208
10,pool_neon:MAT_Prop_NeonRed_pool_0,0.927085,3.244798,6.953138
10,pool_neon:MAT_Prop_NeonRed_pool_1,0.927085,4.625110,6.953138
10,pool_neon:MAT_Prop_NeonRed_pool_2,0.927085,4.538622,6.953138
11,pool_neon:MAT_Prop_NeonRed_pool_0,0.964684,3.376394,7.235130
11,pool_neon:MAT_Prop_NeonRed_pool_1,0.964684,4.812687,7.235130
11,pool_neon:MAT_Prop_NeonRed_pool_2,0.964684,4.722691,7.235130
12,pool_neon:MAT_Prop_NeonRed_pool_0,0.976587,3.418054,7.324402
12,pool_neon:MAT_Prop_NeonRed_pool_1,0.976587,4.872069,7.324402
12,pool_neon:MAT_Prop_NeonRed_pool_2,0.976587,4.780963,7.324402
13,pool_neon:MAT_Prop_NeonRed_pool_0,0.981427,3.434995,7.360703
13,pool_neon:MAT_Prop_NeonRed_pool_1,0.981427,4.896216,7.360703
13,pool_neon:MAT_Prop_NeonRed_pool_2,0.981427,4.804657,7.360703
14,pool_neon:MAT_Prop_NeonRed_pool_0,0.973468,3.407138,7.301010
14,pool_neon:MAT_Prop_NeonRed_pool_1,0.973468,4.856509,7.301010
14,pool_neon:MAT_Prop_NeonRed_pool_2,0.973468,4.765693,7.301010
15,pool_neon:MAT_Prop_NeonRed_pool_0,0.937758,3.282153,7.033185
15,pool_neon:MAT_Prop_NeonRed_pool_1,0.937758,4.678357,7.033185
15,pool_neon:MAT_Prop_NeonRed_pool_2,0.937758,4.590872,7.033185
16,pool_neon:MAT_Prop_NeonRed_pool_0,0.978020,3.423070,7.335150
16,pool_neon:MAT_Prop_NeonRed_pool_1,0.978020,4.879219,7.335150
16,pool_neon:MAT_Prop_NeonRed_pool_2,0.978020,4.787978,7.335150
17,pool_neon:MAT_Prop_NeonRed_pool_0,0.978612,3.425142,7.339590
17,pool_neon:MAT_Prop_NeonRed_pool_1,0.978612,4.882172,7.339590
17,pool_neon:MAT_Prop_NeonRed_pool_2,0.978612,4.790876,7.339590
18,pool_neon:MAT_Prop_NeonRed_pool_0,0.983413,3.441946,7.375597
18,pool_neon:MAT_Prop_NeonRed_pool_1,0.983413,4.906124,7.375597
18,pool_neon:MAT_Prop_NeonRed_pool_2,0.983413,4.814380,7.375597
19,pool_neon:MAT_Prop_NeonRed_pool_0,0.981689,3.435912,7.362668
19,pool_neon:MAT_Prop_NeonRed_pool_1,0.981689,4.897523,7.362668
19,pool_neon:MAT_Prop_NeonRed_pool_2,0.981689,4.805940,7.362668
20,pool_neon:MAT_Prop_NeonRed_pool_0,0.962450,3.368575,7.218375
20,pool_neon:MAT_Prop_NeonRed_pool_1,0.962450,4.801542,7.218375
20,pool_neon:MAT_Prop_NeonRed_pool_2,0.962450,4.711754,7.218375
21,pool_neon:MAT_Prop_NeonRed_pool_0,0.979765,3.429177,7.348237
21,pool_neon:MAT_Prop_NeonRed_pool_1,0.979765,4.887924,7.348237
21,pool_neon:MAT_Prop_NeonRed_pool_2,0.979765,4.796521,7.348237
22,pool_neon:MAT_Prop_NeonRed_pool_0,0.974901,3.412154,7.311758
22,pool_neon:MAT_Prop_NeonRed_pool_1,0.974901,4.863658,7.311758
22,pool_neon:MAT_Prop_NeonRed_pool_2,0.974901,4.772709,7.311758
23,pool_neon:MAT_Prop_NeonRed_pool_0,0.979377,3.427820,7.345328
23,pool_neon:MAT_Prop_NeonRed_pool_1,0.979377,4.885988,7.345328
23,pool_neon:MAT_Prop_NeonRed_pool_2,0.979377,4.794621,7.345328
24,pool_neon:MAT_Prop_NeonRed_pool_0,0.980033,3.430116,7.350248
24,pool_neon:MAT_Prop_NeonRed_pool_1,0.980033,4.889261,7.350248
24,pool_neon:MAT_Prop_NeonRed_pool_2,0.980033,4.797833,7.350248
25,pool_neon:MAT_Prop_NeonRed_pool_0,0.972891,3.405118,7.296682
25,pool_neon:MAT_Prop_NeonRed_pool_1,0.972891,4.853631,7.296682
25,pool_neon:MAT_Prop_NeonRed_pool_2,0.972891,4.762869,7.296682
26,pool_neon:MAT_Prop_NeonRed_pool_0,0.967078,3.384773,7.253085
26,pool_neon:MAT_Prop_NeonRed_pool_1,0.967078,4.824630,7.253085
26,pool_neon:MAT_Prop_NeonRed_pool_2,0.967078,4.734411,7.253085
27,pool_neon:MAT_Prop_NeonRed_pool_0,0.968552,3.389932,7.264140
27,pool_neon:MAT_Prop_NeonRed_pool_1,0.968552,4.831984,7.264140
27,pool_neon:MAT_Prop_NeonRed_pool_2,0.968552,4.741627,7.264140
28,pool_neon:MAT_Prop_NeonRed_pool_0,0.972276,3.402966,7.292070
28,pool_neon:MAT_Prop_NeonRed_pool_1,0.972276,4.850562,7.292070
28,pool_neon:MAT_Prop_NeonRed_pool_2,0.972276,4.759858,7.292070
29,pool_neon:MAT_Prop_NeonRed_pool_0,0.958472,3.354652,7.188540
29,pool_neon:MAT_Prop_NeonRed_pool_1,0.958472,4.781696,7.188540
29,pool_neon:MAT_Prop_NeonRed_pool_2,0.958472,4.692279,7.188540
30,pool_neon:MAT_Prop_NeonRed_pool_0,0.949571,3.323499,7.121783
30,pool_neon:MAT_Prop_NeonRed_pool_1,0.949571,4.737290,7.121783
30,pool_neon:MAT_Prop_NeonRed_pool_2,0.949571,4.648704,7.121783
31,pool_neon:MAT_Prop_NeonRed_pool_0,0.922536,3.228876,6.919020
31,pool_neon:MAT_Prop_NeonRed_pool_1,0.922536,4.602416,6.919020
31,pool_neon:MAT_Prop_NeonRed_pool_2,0.922536,4.516352,6.919020
32,pool_neon:MAT_Prop_NeonRed_pool_0,0.940869,3.293041,7.056517
32,pool_neon:MAT_Prop_NeonRed_pool_1,0.940869,4.693877,7.056517
32,pool_neon:MAT_Prop_NeonRed_pool_2,0.940869,4.606102,7.056517
33,pool_neon:MAT_Prop_NeonRed_pool_0,0.979981,3.429933,7.349857
33,pool_neon:MAT_Prop_NeonRed_pool_1,0.979981,4.889002,7.349857
33,pool_neon:MAT_Prop_NeonRed_pool_2,0.979981,4.797578,7.349857
34,pool_neon:MAT_Prop_NeonRed_pool_0,0.926588,3.243058,6.949410
34,pool_neon:MAT_Prop_NeonRed_pool_1,0.926588,4.622631,6.949410
34,pool_neon:MAT_Prop_NeonRed_pool_2,0.926588,4.536188,6.949410
35,pool_neon:MAT_Prop_NeonRed_pool_0,0.965581,3.379533,7.241858
35,pool_neon:MAT_Prop_NeonRed_pool_1,0.965581,4.817162,7.241858
35,pool_neon:MAT_Prop_NeonRed_pool_2,0.965581,4.727082,7.241858
36,pool_neon:MAT_Prop_NeonRed_pool_0,0.974313,3.410095,7.307347
36,pool_neon:MAT_Prop_NeonRed_pool_1,0.974313,4.860725,7.307347
36,pool_neon:MAT_Prop_NeonRed_pool_2,0.974313,4.769830,7.307347
37,pool_neon:MAT_Prop_NeonRed_pool_0,0.975801,3.415304,7.318507
37,pool_neon:MAT_Prop_NeonRed_pool_1,0.975801,4.868148,7.318507
37,pool_neon:MAT_Prop_NeonRed_pool_2,0.975801,4.777115,7.318507
38,pool_neon:MAT_Prop_NeonRed_pool_0,0.981379,3.434826,7.360342
38,pool_neon:MAT_Prop_NeonRed_pool_1,0.981379,4.895976,7.360342
38,pool_neon:MAT_Prop_NeonRed_pool_2,0.981379,4.804422,7.360342
39,pool_neon:MAT_Prop_NeonRed_pool_0,0.926437,3.242529,6.948277
39,pool_neon:MAT_Prop_NeonRed_pool_1,0.926437,4.621877,6.948277
39,pool_neon:MAT_Prop_NeonRed_pool_2,0.926437,4.535449,6.948277
40,pool_neon:MAT_Prop_NeonRed_pool_0,0.939766,3.289181,7.048245
40,pool_neon:MAT_Prop_NeonRed_pool_1,0.939766,4.688374,7.048245
40,pool_neon:MAT_Prop_NeonRed_pool_2,0.939766,4.600702,7.048245
41,pool_neon:MAT_Prop_NeonRed_pool_0,0.981334,3.434669,7.360005
41,pool_neon:MAT_Prop_NeonRed_pool_1,0.981334,4.895752,7.360005
41,pool_neon:MAT_Prop_NeonRed_pool_2,0.981334,4.804202,7.360005
42,pool_neon:MAT_Prop_NeonRed_pool_0,0.985201,3.448203,7.389007
42,pool_neon:MAT_Prop_NeonRed_pool_1,0.985201,4.915044,7.389007
42,pool_neon:MAT_Prop_NeonRed_pool_2,0.985201,4.823133,7.389007
43,pool_neon:MAT_Prop_NeonRed_pool_0,0.975091,3.412819,7.313182
43,pool_neon:MAT_Prop_NeonRed_pool_1,0.975091,4.864606,7.313182
43,pool_neon:MAT_Prop_NeonRed_pool_2,0.975091,4.773639,7.313182
44,pool_neon:MAT_Prop_NeonRed_pool_0,0.947644,3.316754,7.107330
44,pool_neon:MAT_Prop_NeonRed_pool_1,0.947644,4.727677,7.107330
44,pool_neon:MAT_Prop_NeonRed_pool_2,0.947644,4.639270,7.107330
45,pool_neon:MAT_Prop_NeonRed_pool_0,0.979767,3.429185,7.348253
45,pool_neon:MAT_Prop_NeonRed_pool_1,0.979767,4.887934,7.348253
45,pool_neon:MAT_Prop_NeonRed_pool_2,0.979767,4.796531,7.348253
46,pool_neon:MAT_Prop_NeonRed_pool_0,0.930113,3.255395,6.975847
46,pool_neon:MAT_Prop_NeonRed_pool_1,0.930113,4.640217,6.975847
46,pool_neon:MAT_Prop_NeonRed_pool_2,0.930113,4.553445,6.975847
47,pool_neon:MAT_Prop_NeonRed_pool_0,0.981476,3.435166,7.361070
47,pool_neon:MAT_Prop_NeonRed_pool_1,0.981476,4.896460,7.361070
47,pool_neon:MAT_Prop_NeonRed_pool_2,0.981476,4.804897,7.361070
48,pool_neon:MAT_Prop_NeonRed_pool_0,0.954704,3.341464,7.160280
48,pool_neon:MAT_Prop_NeonRed_pool_1,0.954704,4.762898,7.160280
48,pool_neon:MAT_Prop_NeonRed_pool_2,0.954704,4.673833,7.160280
49,pool_neon:MAT_Prop_NeonRed_pool_0,0.954874,3.342059,7.161555
49,pool_neon:MAT_Prop_NeonRed_pool_1,0.954874,4.763746,7.161555
49,pool_neon:MAT_Prop_NeonRed_pool_2,0.954874,4.674665,7.161555
50,pool_neon:MAT_Prop_NeonRed_pool_0,0.987824,3.457384,7.408680
50,pool_neon:MAT_Prop_NeonRed_pool_1,0.987824,4.928129,7.408680
50,pool_neon:MAT_Prop_NeonRed_pool_2,0.987824,4.835974,7.408680
51,pool_neon:MAT_Prop_NeonRed_pool_0,0.975514,3.414299,7.316355
51,pool_neon:MAT_Prop_NeonRed_pool_1,0.975514,4.866716,7.316355
51,pool_neon:MAT_Prop_NeonRed_pool_2,0.975514,4.775710,7.316355
52,pool_neon:MAT_Prop_NeonRed_pool_0,0.975701,3.414954,7.317757
52,pool_neon:MAT_Prop_NeonRed_pool_1,0.975701,4.867649,7.317757
52,pool_neon:MAT_Prop_NeonRed_pool_2,0.975701,4.776625,7.317757
53,pool_neon:MAT_Prop_NeonRed_pool_0,0.964343,3.375201,7.232572
53,pool_neon:MAT_Prop_NeonRed_pool_1,0.964343,4.810986,7.232572
53,pool_neon:MAT_Prop_NeonRed_pool_2,0.964343,4.721021,7.232572
54,pool_neon:MAT_Prop_NeonRed_pool_0,0.922911,3.230189,6.921833
54,pool_neon:MAT_Prop_NeonRed_pool_1,0.922911,4.604287,6.921833
54,pool_neon:MAT_Prop_NeonRed_pool_2,0.922911,4.518187,6.921833
55,pool_neon:MAT_Prop_NeonRed_pool_0,0.927460,3.246110,6.955950
55,pool_neon:MAT_Prop_NeonRed_pool_1,0.927460,4.626981,6.955950
55,pool_neon:MAT_Prop_NeonRed_pool_2,0.927460,4.540457,6.955950
56,pool_neon:MAT_Prop_NeonRed_pool_0,0.931422,3.259977,6.985665
56,pool_neon:MAT_Prop_NeonRed_pool_1,0.931422,4.646747,6.985665
56,pool_neon:MAT_Prop_NeonRed_pool_2,0.931422,4.559854,6.985665
57,pool_neon:MAT_Prop_NeonRed_pool_0,0.931653,3.260785,6.987397
57,pool_neon:MAT_Prop_NeonRed_pool_1,0.931653,4.647899,6.987397
57,pool_neon:MAT_Prop_NeonRed_pool_2,0.931653,4.560985,6.987397
58,pool_neon:MAT_Prop_NeonRed_pool_0,0.958154,3.353539,7.186155
58,pool_neon:MAT_Prop_NeonRed_pool_1,0.958154,4.780110,7.186155
58,pool_neon:MAT_Prop_NeonRed_pool_2,0.958154,4.690722,7.186155
59,pool_neon:MAT_Prop_NeonRed_pool_0,0.937921,3.282723,7.034408
59,pool_neon:MAT_Prop_NeonRed_pool_1,0.937921,4.679170,7.034408
59,pool_neon:MAT_Prop_NeonRed_pool_2,0.937921,4.591670,7.034408
60,pool_neon:MAT_Prop_NeonRed_pool_0,0.981682,3.435887,7.362615
60,pool_neon:MAT_Prop_NeonRed_pool_1,0.981682,4.897488,7.362615
60,pool_neon:MAT_Prop_NeonRed_pool_2,0.981682,4.805906,7.362615
61,pool_neon:MAT_Prop_NeonRed_pool_0,0.975114,3.412899,7.313355
61,pool_neon:MAT_Prop_NeonRed_pool_1,0.975114,4.864721,7.313355
61,pool_neon:MAT_Prop_NeonRed_pool_2,0.975114,4.773752,7.313355
62,pool_neon:MAT_Prop_NeonRed_pool_0,0.985797,3.450290,7.393478
62,pool_neon:MAT_Prop_NeonRed_pool_1,0.985797,4.918017,7.393478
62,pool_neon:MAT_Prop_NeonRed_pool_2,0.985797,4.826051,7.393478
63,pool_neon:MAT_Prop_NeonRed_pool_0,0.960783,3.362741,7.205873
63,pool_neon:MAT_Prop_NeonRed_pool_1,0.960783,4.793225,7.205873
63,pool_neon:MAT_Prop_NeonRed_pool_2,0.960783,4.703593,7.205873
64,pool_neon:MAT_Prop_NeonRed_pool_0,0.962057,3.367200,7.215428
64,pool_neon:MAT_Prop_NeonRed_pool_1,0.962057,4.799581,7.215428
64,pool_neon:MAT_Prop_NeonRed_pool_2,0.962057,4.709830,7.215428
65,pool_neon:MAT_Prop_NeonRed_pool_0,0.937203,3.280210,7.029022
65,pool_neon:MAT_Prop_NeonRed_pool_1,0.937203,4.675588,7.029022
65,pool_neon:MAT_Prop_NeonRed_pool_2,0.937203,4.588155,7.029022
66,pool_neon:MAT_Prop_NeonRed_pool_0,0.988144,3.458504,7.411080
66,pool_neon:MAT_Prop_NeonRed_pool_1,0.988144,4.929726,7.411080
66,pool_neon:MAT_Prop_NeonRed_pool_2,0.988144,4.837541,7.411080
67,pool_neon:MAT_Prop_NeonRed_pool_0,0.921921,3.226723,6.914408
67,pool_neon:MAT_Prop_NeonRed_pool_1,0.921921,4.599348,6.914408
67,pool_neon:MAT_Prop_NeonRed_pool_2,0.921921,4.513341,6.914408
68,pool_neon:MAT_Prop_NeonRed_pool_0,0.929451,3.253078,6.970883
68,pool_neon:MAT_Prop_NeonRed_pool_1,0.929451,4.636914,6.970883
68,pool_neon:MAT_Prop_NeonRed_pool_2,0.929451,4.550205,6.970883
69,pool_neon:MAT_Prop_NeonRed_pool_0,0.957295,3.350532,7.179712
69,pool_neon:MAT_Prop_NeonRed_pool_1,0.957295,4.775824,7.179712
69,pool_neon:MAT_Prop_NeonRed_pool_2,0.957295,4.686517,7.179712
70,pool_neon:MAT_Prop_NeonRed_pool_0,0.966846,3.383961,7.251345
70,pool_neon:MAT_Prop_NeonRed_pool_1,0.966846,4.823473,7.251345
70,pool_neon:MAT_Prop_NeonRed_pool_2,0.966846,4.733275,7.251345
71,pool_neon:MAT_Prop_NeonRed_pool_0,0.920355,3.221243,6.902662
71,pool_neon:MAT_Prop_NeonRed_pool_1,0.920355,4.591535,6.902662
71,pool_neon:MAT_Prop_NeonRed_pool_2,0.920355,4.505674,6.902662
72,pool_neon:MAT_Prop_NeonRed_pool_0,0.935113,3.272895,7.013348
72,pool_neon:MAT_Prop_NeonRed_pool_1,0.935113,4.665161,7.013348
72,pool_neon:MAT_Prop_NeonRed_pool_2,0.935113,4.577923,7.013348
73,pool_neon:MAT_Prop_NeonRed_pool_0,0.973529,3.407351,7.301468
73,pool_neon:MAT_Prop_NeonRed_pool_1,0.973529,4.856814,7.301468
73,pool_neon:MAT_Prop_NeonRed_pool_2,0.973529,4.765992,7.301468
74,pool_neon:MAT_Prop_NeonRed_pool_0,0.979354,3.427739,7.345155
74,pool_neon:MAT_Prop_NeonRed_pool_1,0.979354,4.885874,7.345155
74,pool_neon:MAT_Prop_NeonRed_pool_2,0.979354,4.794509,7.345155
75,pool_neon:MAT_Prop_NeonRed_pool_0,0.982967,3.440384,7.372253
75,pool_neon:MAT_Prop_NeonRed_pool_1,0.982967,4.903899,7.372253
75,pool_neon:MAT_Prop_NeonRed_pool_2,0.982967,4.812197,7.372253
76,pool_neon:MAT_Prop_NeonRed_pool_0,0.936478,3.277673,7.023585
76,pool_neon:MAT_Prop_NeonRed_pool_1,0.936478,4.671971,7.023585
76,pool_neon:MAT_Prop_NeonRed_pool_2,0.936478,4.584606,7.023585
77,pool_neon:MAT_Prop_NeonRed_pool_0,0.938879,3.286077,7.041593
77,pool_neon:MAT_Prop_NeonRed_pool_1,0.938879,4.683949,7.041593
77,pool_neon:MAT_Prop_NeonRed_pool_2,0.938879,4.596360,7.041593
78,pool_neon:MAT_Prop_NeonRed_pool_0,0.986332,3.452162,7.397490
78,pool_neon:MAT_Prop_NeonRed_pool_1,0.986332,4.920686,7.397490
78,pool_neon:MAT_Prop_NeonRed_pool_2,0.986332,4.828670,7.397490
79,pool_neon:MAT_Prop_NeonRed_pool_0,0.985297,3.448539,7.389728
79,pool_neon:MAT_Prop_NeonRed_pool_1,0.985297,4.915523,7.389728
79,pool_neon:MAT_Prop_NeonRed_pool_2,0.985297,4.823603,7.389728
80,pool_neon:MAT_Prop_NeonRed_pool_0,0.966971,3.384399,7.252282
80,pool_neon:MAT_Prop_NeonRed_pool_1,0.966971,4.824096,7.252282
80,pool_neon:MAT_Prop_NeonRed_pool_2,0.966971,4.733887,7.252282
81,pool_neon:MAT_Prop_NeonRed_pool_0,0.982841,3.439944,7.371307
81,pool_neon:MAT_Prop_NeonRed_pool_1,0.982841,4.903270,7.371307
81,pool_neon:MAT_Prop_NeonRed_pool_2,0.982841,4.811580,7.371307
82,pool_neon:MAT_Prop_NeonRed_pool_0,0.966420,3.382470,7.248150
82,pool_neon:MAT_Prop_NeonRed_pool_1,0.966420,4.821348,7.248150
82,pool_neon:MAT_Prop_NeonRed_pool_2,0.966420,4.731189,7.248150
83,pool_neon:MAT_Prop_NeonRed_pool_0,0.935978,3.275923,7.019835
83,pool_neon:MAT_Prop_NeonRed_pool_1,0.935978,4.669476,7.019835
83,pool_neon:MAT_Prop_NeonRed_pool_2,0.935978,4.582158,7.019835
84,pool_neon:MAT_Prop_NeonRed_pool_0,0.982728,3.439548,7.370460
84,pool_neon:MAT_Prop_NeonRed_pool_1,0.982728,4.902706,7.370460
84,pool_neon:MAT_Prop_NeonRed_pool_2,0.982728,4.811026,7.370460
85,pool_neon:MAT_Prop_NeonRed_pool_0,0.967953,3.387835,7.259647
85,pool_neon:MAT_Prop_NeonRed_pool_1,0.967953,4.828996,7.259647
85,pool_neon:MAT_Prop_NeonRed_pool_2,0.967953,4.738694,7.259647
86,pool_neon:MAT_Prop_NeonRed_pool_0,0.979296,3.427536,7.344720
86,pool_neon:MAT_Prop_NeonRed_pool_1,0.979296,4.885584,7.344720
86,pool_neon:MAT_Prop_NeonRed_pool_2,0.979296,4.794225,7.344720
87,pool_neon:MAT_Prop_NeonRed_pool_0,0.942602,3.299107,7.069515
87,pool_neon:MAT_Prop_NeonRed_pool_1,0.942602,4.702523,7.069515
87,pool_neon:MAT_Prop_NeonRed_pool_2,0.942602,4.614586,7.069515
88,pool_neon:MAT_Prop_NeonRed_pool_0,0.979372,3.427802,7.345290
88,pool_neon:MAT_Prop_NeonRed_pool_1,0.979372,4.885964,7.345290
88,pool_neon:MAT_Prop_NeonRed_pool_2,0.979372,4.794597,7.345290
89,pool_neon:MAT_Prop_NeonRed_pool_0,0.920523,3.221830,6.903923
89,pool_neon:MAT_Prop_NeonRed_pool_1,0.920523,4.592373,6.903923
89,pool_neon:MAT_Prop_NeonRed_pool_2,0.920523,4.506497,6.903923
90,pool_neon:MAT_Prop_NeonRed_pool_0,0.984908,3.447178,7.386810
90,pool_neon:MAT_Prop_NeonRed_pool_1,0.984908,4.913582,7.386810
90,pool_neon:MAT_Prop_NeonRed_pool_2,0.984908,4.821699,7.386810
91,pool_neon:MAT_Prop_NeonRed_pool_0,0.950061,3.325214,7.125458
91,pool_neon:MAT_Prop_NeonRed_pool_1,0.950061,4.739735,7.125458
91,pool_neon:MAT_Prop_NeonRed_pool_2,0.950061,4.651102,7.125458
92,pool_neon:MAT_Prop_NeonRed_pool_0,0.925810,3.240335,6.943575
92,pool_neon:MAT_Prop_NeonRed_pool_1,0.925810,4.618749,6.943575
92,pool_neon:MAT_Prop_NeonRed_pool_2,0.925810,4.532380,6.943575
93,pool_neon:MAT_Prop_NeonRed_pool_0,0.976889,3.419112,7.326668
93,pool_neon:MAT_Prop_NeonRed_pool_1,0.976889,4.873576,7.326668
93,pool_neon:MAT_Prop_NeonRed_pool_2,0.976889,4.782441,7.326668
94,pool_neon:MAT_Prop_NeonRed_pool_0,0.975756,3.415146,7.318170
94,pool_neon:MAT_Prop_NeonRed_pool_1,0.975756,4.867924,7.318170
94,pool_neon:MAT_Prop_NeonRed_pool_2,0.975756,4.776894,7.318170
95,pool_neon:MAT_Prop_NeonRed_pool_0,0.975107,3.412875,7.313302
95,pool_neon:MAT_Prop_NeonRed_pool_1,0.975107,4.864686,7.313302
95,pool_neon:MAT_Prop_NeonRed_pool_2,0.975107,4.773717,7.313302
96,pool_neon:MAT_Prop_NeonRed_pool_0,0.975832,3.415412,7.318740
96,pool_neon:MAT_Prop_NeonRed_pool_1,0.975832,4.868303,7.318740
96,pool_neon:MAT_Prop_NeonRed_pool_2,0.975832,4.777267,7.318740
97,pool_neon:MAT_Prop_NeonRed_pool_0,0.983054,3.440689,7.372905
97,pool_neon:MAT_Prop_NeonRed_pool_1,0.983054,4.904333,7.372905
97,pool_neon:MAT_Prop_NeonRed_pool_2,0.983054,4.812622,7.372905
98,pool_neon:MAT_Prop_NeonRed_pool_0,0.977336,3.420676,7.330020
98,pool_neon:MAT_Prop_NeonRed_pool_1,0.977336,4.875806,7.330020
98,pool_neon:MAT_Prop_NeonRed_pool_2,0.977336,4.784630,7.330020
99,pool_neon:MAT_Prop_NeonRed_pool_0,0.988858,3.461003,7.416435
99,pool_neon:MAT_Prop_NeonRed_pool_1,0.988858,4.933288,7.416435
99,pool_neon:MAT_Prop_NeonRed_pool_2,0.988858,4.841036,7.416435
100,pool_neon:MAT_Prop_NeonRed_pool_0,0.939979,3.289926,7.049843
100,pool_neon:MAT_Prop_NeonRed_pool_1,0.939979,4.689437,7.049843
100,pool_neon:MAT_Prop_NeonRed_pool_2,0.939979,4.601745,7.049843
101,pool_neon:MAT_Prop_NeonRed_pool_0,0.923457,3.232099,6.925928
101,pool_neon:MAT_Prop_NeonRed_pool_1,0.923457,4.607011,6.925928
101,pool_neon:MAT_Prop_NeonRed_pool_2,0.923457,4.520860,6.925928
102,pool_neon:MAT_Prop_NeonRed_pool_0,0.952826,3.334891,7.146195
102,pool_neon:MAT_Prop_NeonRed_pool_1,0.952826,4.753529,7.146195
102,pool_neon:MAT_Prop_NeonRed_pool_2,0.952826,4.664639,7.146195
103,pool_neon:MAT_Prop_NeonRed_pool_0,0.973972,3.408902,7.304790
103,pool_neon:MAT_Prop_NeonRed_pool_1,0.973972,4.859024,7.304790
103,pool_neon:MAT_Prop_NeonRed_pool_2,0.973972,4.768161,7.304790
104,pool_neon:MAT_Prop_NeonRed_pool_0,0.952232,3.332812,7.141740
104,pool_neon:MAT_Prop_NeonRed_pool_1,0.952232,4.750565,7.141740
104,pool_neon:MAT_Prop_NeonRed_pool_2,0.952232,4.661731,7.141740
105,pool_neon:MAT_Prop_NeonRed_pool_0,0.948573,3.320006,7.114298
105,pool_neon:MAT_Prop_NeonRed_pool_1,0.948573,4.732311,7.114298
105,pool_neon:MAT_Prop_NeonRed_pool_2,0.948573,4.643818,7.114298
106,pool_neon:MAT_Prop_NeonRed_pool_0,0.983948,3.443818,7.379610
106,pool_neon:MAT_Prop_NeonRed_pool_1,0.983948,4.908793,7.379610
106,pool_neon:MAT_Prop_NeonRed_pool_2,0.983948,4.816999,7.379610
107,pool_neon:MAT_Prop_NeonRed_pool_0,0.977738,3.422083,7.333035
107,pool_neon:MAT_Prop_NeonRed_pool_1,0.977738,4.877812,7.333035
107,pool_neon:MAT_Prop_NeonRed_pool_2,0.977738,4.786598,7.333035
108,pool_neon:MAT_Prop_NeonRed_pool_0,0.978799,3.425796,7.340992
108,pool_neon:MAT_Prop_NeonRed_pool_1,0.978799,4.883105,7.340992
108,pool_neon:MAT_Prop_NeonRed_pool_2,0.978799,4.791792,7.340992
109,pool_neon:MAT_Prop_NeonRed_pool_0,0.931101,3.258853,6.983257
109,pool_neon:MAT_Prop_NeonRed_pool_1,0.931101,4.645146,6.983257
109,pool_neon:MAT_Prop_NeonRed_pool_2,0.931101,4.558282,6.983257
110,pool_neon:MAT_Prop_NeonRed_pool_0,0.962329,3.368151,7.217467
110,pool_neon:MAT_Prop_NeonRed_pool_1,0.962329,4.800938,7.217467
110,pool_neon:MAT_Prop_NeonRed_pool_2,0.962329,4.711161,7.217467
111,pool_neon:MAT_Prop_NeonRed_pool_0,0.947041,3.314643,7.102807
111,pool_neon:MAT_Prop_NeonRed_pool_1,0.947041,4.724668,7.102807
111,pool_neon:MAT_Prop_NeonRed_pool_2,0.947041,4.636318,7.102807
112,pool_neon:MAT_Prop_NeonRed_pool_0,0.969947,3.394814,7.274603
112,pool_neon:MAT_Prop_NeonRed_pool_1,0.969947,4.838943,7.274603
112,pool_neon:MAT_Prop_NeonRed_pool_2,0.969947,4.748456,7.274603
113,pool_neon:MAT_Prop_NeonRed_pool_0,0.936239,3.276836,7.021793
113,pool_neon:MAT_Prop_NeonRed_pool_1,0.936239,4.670778,7.021793
113,pool_neon:MAT_Prop_NeonRed_pool_2,0.936239,4.583436,7.021793
114,pool_neon:MAT_Prop_NeonRed_pool_0,0.956252,3.346882,7.171890
114,pool_neon:MAT_Prop_NeonRed_pool_1,0.956252,4.770621,7.171890
114,pool_neon:MAT_Prop_NeonRed_pool_2,0.956252,4.681411,7.171890
